text,rating,label
good decent quality batteries fine remotes walkway lights etc without constant usage ie gaming gear price half offered grocers hardware stores area go ill pen 5 star purchase receiving aa aaa batteries trying nice packaging well easy open rollers drawer store,4,2
great christmas gift great listening music,4,2
works great,5,2
keeps kids busy hours apps excellent,5,2
layout tablet good internet terrible,3,1
lightweight portable excellent battery life,5,2
tablet right 8 5 year old granddaughters perfect size,5,2
third kindle best differentiator form factor definite improvement paperwhite also like pageturn buttons back case cool indeed get past jump price remember youre buy case separately quality product,5,2
remote wouldnt work took batteries noticed end one batteries leaked along one side remote,3,1
awesome tablet got sister gift loves,5,2
came advertised batteries seem last pretty long price great even paging sent greatplease vote yes review thank,5,2
couldnaot pass dea needed something bigger phone email searches trick,5,2
grandson used borrowed one school,5,2
4 year old grand daughter loves good size easy operate,5,2
6 year old put easy use loves games already preinstalled,5,2
fire tablet great tool reading surfing web playing games even watching netflix bigger screen without killing cell phone charge,5,2
batteries ok ok fan packaging,4,2
bought son second birthday absolutely loves already apps could play worth money,5,2
3yr old loves tablet easy use watches videos plays games,5,2
good price good batteries,5,2
tablet wonderful negative tablet doesnt allow download kids youtube google app im aware almost returned tablet found website showed turn security settings download links needed order get app everything great love,5,2
purchased tablet grandson 4 years old loves,4,2
purchased nephew christmas used everyday good product screen size perfect,4,2
work well brand names,5,2
yes met expectations speed durability grandson loved,5,2
purchased wife size loves,5,2
perfect reading light long battery life really love,4,2
might ok remote controls wall clocks dont take much power dont expect use digital camera low battery warning comes instant turned canon 120is point shoot camera afresh pair batteries within 2 minutes camera dies wont restart without another fresh set batteries,2,0
found versatile enjoyable benefiting touch screen,5,2
daughter enjoyed much loves using camera playing games loves put charge asking 5 minutes later charged yet really kid friendly,5,2
purchased kindle fire replace ipad stopped working much easier use lighter ipad wish purchased one years ago,5,2
love batteries go store batteries seem last longer batteries bought store use alot batteries boys toys also cordless mics since husband dj big test toasts weddings announcements able use set batteries one wedding,5,2
used times far like lightweight pretty easy navigate perfect screen size ended purchasing second one fianc,5,2
work great,5,2
love amazon youll love kindle hd8 great size reading books streaming movies tv shows great sound listening favorite music less 100 cant beat versatility little device,5,2
good,5,2
good buy,4,2
good value never one leak go bad keep refrigerator longest life,4,2
far 1yo loves thought would much,5,2
good batteriess,5,2
good product short battery life use 20 minutes,2,0
really control kid gets access apps videos internet get better deal 2 yr anything happens warranty big plus fastest thing market desent picture quality great everything comes makes real smart buy love fact program read 15mins 1st fully access also put time limit access long week,5,2
tips seem polished much make good contact problem batteries wouldnt work duracell ones took would swapping back forth times took battery tester found twist around get register took batteries sand paper get contact point work,2,0
needed simple tablet use car long trips bought two boy deliver best tablets price kindle book reader added bonus finishing good kids love,5,2
